2024-06-10 02:25:26,703.bbq_monitoring.INFO ==================================================
2024-06-10 02:25:26,703.bbq_monitoring.INFO Today is 2024-06-10 at 02:25 AM
2024-06-10 02:25:26,703.bbq_monitoring.INFO Running on: nt Windows 10
2024-06-10 02:25:26,704.bbq_monitoring.INFO Python version:  3.9.16
2024-06-10 02:25:26,704.bbq_monitoring.INFO Python path: D:\Master's Data Analytics\Courses\44671 Streaming Data\Module 5\streaming-05-smart-smoker\.venv
2024-06-10 02:25:26,705.bbq_monitoring.INFO Working dir: D:\Master's Data Analytics\Courses\44671 Streaming Data\Module 5\streaming-05-smart-smoker
2024-06-10 02:25:26,705.bbq_monitoring.INFO ==================================================
2024-06-10 02:25:29,382.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:13, 171.7
2024-06-10 02:25:29,382.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:13, 171.7
2024-06-10 02:25:29,382.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:14, 173.3
2024-06-10 02:25:29,382.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:14, 173.3
2024-06-10 02:25:29,383.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:15, 174.6
2024-06-10 02:25:29,383.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:15, 174.6
2024-06-10 02:25:29,383.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:16, 175.5
2024-06-10 02:25:29,384.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:16, 175.5
2024-06-10 02:25:29,384.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:17, 176.8
2024-06-10 02:25:29,384.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:17, 176.8
2024-06-10 02:25:29,385.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:18, 177.8
2024-06-10 02:25:29,385.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:18, 177.8
2024-06-10 02:25:29,385.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:19, 178.9
2024-06-10 02:25:29,385.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:19, 178.9
2024-06-10 02:25:29,386.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:20, 180.3
2024-06-10 02:25:29,386.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:20, 180.3
2024-06-10 02:25:29,386.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:21, 181.4
2024-06-10 02:25:29,387.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:21, 181.4
2024-06-10 02:25:29,387.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:22, 182.6
2024-06-10 02:25:29,388.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:22, 182.6
2024-06-10 02:25:29,389.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:23, 183.9
2024-06-10 02:25:29,389.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:23, 183.9
2024-06-10 02:25:29,390.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:24, 184.8
2024-06-10 02:25:29,390.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:24, 184.8
2024-06-10 02:25:29,391.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:25, 186
2024-06-10 02:25:29,391.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:25, 186
2024-06-10 02:25:29,391.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:26, 187.1
2024-06-10 02:25:29,391.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:26, 187.1
2024-06-10 02:25:29,392.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:27, 211.9
2024-06-10 02:25:29,392.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:27, 211.9
2024-06-10 02:25:29,392.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:28, 215.3
2024-06-10 02:25:29,393.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:28, 215.3
2024-06-10 02:25:29,393.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:29, 217
2024-06-10 02:25:29,393.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:29, 217
2024-06-10 02:25:29,394.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:30, 218.6
2024-06-10 02:25:29,394.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:30, 218.6
2024-06-10 02:25:29,394.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:31, 218.5
2024-06-10 02:25:29,395.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:31, 218.5
2024-06-10 02:25:29,395.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:32, 219.4
2024-06-10 02:25:29,395.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:32, 219.4
2024-06-10 02:25:29,395.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:33, 220.5
2024-06-10 02:25:29,397.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:33, 220.5
2024-06-10 02:25:29,397.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:34, 220.7
2024-06-10 02:25:29,397.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:34, 220.7
2024-06-10 02:25:29,398.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:35, 222.5
2024-06-10 02:25:29,398.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:35, 222.5
2024-06-10 02:25:29,398.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:36, 223
2024-06-10 02:25:29,399.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:36, 223
2024-06-10 02:25:29,399.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:37, 224.7
2024-06-10 02:25:29,399.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:37, 224.7
2024-06-10 02:25:29,399.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:38, 224.2
2024-06-10 02:25:29,400.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:38, 224.2
2024-06-10 02:25:29,400.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:39, 223.6
2024-06-10 02:25:29,400.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:39, 223.6
2024-06-10 02:25:29,400.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:40, 224.6
2024-06-10 02:25:29,401.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:40, 224.6
2024-06-10 02:25:29,401.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:41, 224.3
2024-06-10 02:25:29,401.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:41, 224.3
2024-06-10 02:25:29,401.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:42, 226.6
2024-06-10 02:25:29,403.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:42, 226.6
2024-06-10 02:25:29,403.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:43, 229
2024-06-10 02:25:29,403.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:43, 229
2024-06-10 02:25:29,403.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:44, 232.8
2024-06-10 02:25:29,404.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:44, 232.8
2024-06-10 02:25:29,404.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:45, 237.9
2024-06-10 02:25:29,404.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:45, 237.9
2024-06-10 02:25:29,405.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:46, 200.2
2024-06-10 02:25:29,405.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:46, 200.2
2024-06-10 02:25:29,406.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:46, 38.7
2024-06-10 02:25:29,407.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:46, 38.7
2024-06-10 02:25:29,407.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:46, 37
2024-06-10 02:25:29,407.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:46, 37
2024-06-10 02:25:29,408.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:47, 205.9
2024-06-10 02:25:29,408.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:47, 205.9
2024-06-10 02:25:29,408.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:47, 37.1
2024-06-10 02:25:29,409.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:47, 37.1
2024-06-10 02:25:29,409.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:47, 35.3
2024-06-10 02:25:29,409.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:47, 35.3
2024-06-10 02:25:29,409.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:48, 230
2024-06-10 02:25:29,410.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:48, 230
2024-06-10 02:25:29,410.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:48, 36.9
2024-06-10 02:25:29,410.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:48, 36.9
2024-06-10 02:25:29,410.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:48, 35.2
2024-06-10 02:25:29,411.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:48, 35.2
2024-06-10 02:25:29,411.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:49, 239.6
2024-06-10 02:25:29,411.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:49, 239.6
2024-06-10 02:25:29,411.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:49, 36.9
2024-06-10 02:25:29,413.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:49, 36.9
2024-06-10 02:25:29,413.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:49, 35.3
2024-06-10 02:25:29,413.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:49, 35.3
2024-06-10 02:25:29,413.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:50, 242.4
2024-06-10 02:25:29,414.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:50, 242.4
2024-06-10 02:25:29,414.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:50, 37.2
2024-06-10 02:25:29,414.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:50, 37.2
2024-06-10 02:25:29,414.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:50, 35.2
2024-06-10 02:25:29,415.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:50, 35.2
2024-06-10 02:25:29,415.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:51, 243.1
2024-06-10 02:25:29,415.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:51, 243.1
2024-06-10 02:25:29,415.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:51, 37.5
2024-06-10 02:25:29,416.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:51, 37.5
2024-06-10 02:25:29,416.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:51, 35.2
2024-06-10 02:25:29,416.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:51, 35.2
2024-06-10 02:25:29,416.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:52, 242.6
2024-06-10 02:25:29,417.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:52, 242.6
2024-06-10 02:25:29,417.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:52, 37.9
2024-06-10 02:25:29,417.bbq_monitoring.INFO [X] Sent message to queue 02-food-A: 5/22/2021 13:52, 37.9
2024-06-10 02:25:29,417.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:52, 35.6
2024-06-10 02:25:29,418.bbq_monitoring.INFO [X] Sent message to queue 03-food-B: 5/22/2021 13:52, 35.6
2024-06-10 02:25:29,418.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:53, 241.7
2024-06-10 02:25:29,418.bbq_monitoring.INFO [X] Sent message to queue 01-smoker: 5/22/2021 13:53, 241.7
